4,0.1,5,0.076293,85.386
4,0.1,10,0.11821,89.14
4,0.1,15,0.13049,81.442
4,0.1,20,0.20566,79.38
4,0.1,25,0.23546,79.21
4,0.2,5,0.04833,97.104
4,0.2,10,0.07621,90.716
4,0.2,15,0.17194,86.458
4,0.2,20,0.2269,82.789
4,0.2,25,0.2752,80.609
4,0.4,5,0.040286,96.129
4,0.4,10,0.069004,88.872
4,0.4,15,0.15115,85.347
4,0.4,20,0.14758,88.453
4,0.4,25,0.2008,80.565
4,0.6,5,0.068842,90.31
4,0.6,10,0.13646,85.576
4,0.6,15,0.16595,80.974
4,0.6,20,0.20991,79.153
4,0.6,25,0.27758,80.071
8,0.1,5,0.087763,83.681
8,0.1,10,0.14798,80.911
8,0.1,15,0.23059,82.507
8,0.1,20,0.32511,84.33
8,0.1,25,0.34988,83.174
8,0.2,5,0.12167,82.962
8,0.2,10,0.15864,84.548
8,0.2,15,0.26701,83.968
8,0.2,20,0.2887,82.777
8,0.2,25,0.37047,83.65
8,0.4,5,0.14951,84.695
8,0.4,10,0.22271,82.39
8,0.4,15,0.30913,78.023
8,0.4,20,0.53107,75.859
8,0.4,25,0.52497,74.84
8,0.6,5,0.10692,83.859
8,0.6,10,0.23121,78.685
8,0.6,15,0.34063,75.365
8,0.6,20,0.38709,77.817
8,0.6,25,0.5619,74.277
16,0.1,5,0.177,82.086
16,0.1,10,0.32635,79.552
16,0.1,15,0.47559,84.421
16,0.1,20,0.59163,84.27
16,0.1,25,0.65991,79.432
16,0.2,5,0.20853,82.054
16,0.2,10,0.39193,75.926
16,0.2,15,0.59646,83.148
16,0.2,20,1.0047,74.778
16,0.2,25,0.95133,78.242
16,0.4,5,0.23812,78.349
16,0.4,10,0.42359,77.344
16,0.4,15,0.59999,76.671
16,0.4,20,0.7115,73.763
16,0.4,25,1.0176,74.62
16,0.6,5,0.22682,80.516
16,0.6,10,0.42333,76.633
16,0.6,15,0.55198,71.436
16,0.6,20,0.67291,70.912
16,0.6,25,1.0786,70.125
32,0.1,5,0.47023,79.825
32,0.1,10,0.84422,78.72
32,0.1,15,1.154,77.392
32,0.1,20,1.4132,77.891
32,0.1,25,2.0411,74.439
32,0.2,5,0.6045,79.814
32,0.2,10,1.0981,75.351
32,0.2,15,1.0438,75.173
32,0.2,20,1.5082,75.227
32,0.2,25,1.5773,71.942
32,0.4,5,0.63008,75.434
32,0.4,10,0.77313,75.517
32,0.4,15,1.1488,72.544
32,0.4,20,1.8057,71.48
32,0.4,25,1.8715,69.934
32,0.6,5,0.62654,73.129
32,0.6,10,0.90352,74.113
32,0.6,15,1.1416,73.392
32,0.6,20,1.8612,70.136
32,0.6,25,2.129,69.683
48,0.1,5,0.51234,74.421
48,0.1,10,1.0877,77.375
48,0.1,15,1.686,73.448
48,0.1,20,1.9229,73.405
48,0.1,25,2.7037,75.573
48,0.2,5,0.54236,78.614
48,0.2,10,1.0276,77.155
48,0.2,15,1.731,75.831
48,0.2,20,2.0429,70.534
48,0.2,25,2.8408,72.868
48,0.4,5,0.79327,74.091
48,0.4,10,1.3938,70.499
48,0.4,15,1.7142,72.976
48,0.4,20,2.3945,71.458
48,0.4,25,2.4922,71.643
48,0.6,5,0.73597,74.565
48,0.6,10,1.5746,70.023
48,0.6,15,1.9665,69.5
48,0.6,20,2.3748,69.252
48,0.6,25,2.4108,70.23
