4,0.1,5,0.10277,98.56
4,0.1,10,0.13402,84.131
4,0.1,15,0.13207,85.54
4,0.1,20,0.20425,83.755
4,0.1,25,0.259,78.685
4,0.2,5,0.051135,91.524
4,0.2,10,0.097275,88.453
4,0.2,15,0.14763,88.752
4,0.2,20,0.22435,79.922
4,0.2,25,0.19556,84.524
4,0.4,5,0.052052,91.932
4,0.4,10,0.10789,81.279
4,0.4,15,0.15577,83.449
4,0.4,20,0.16055,90.43
4,0.4,25,0.23484,79.254
4,0.6,5,0.089304,83.865
4,0.6,10,0.14063,81.045
4,0.6,15,0.20608,81.986
4,0.6,20,0.21752,80.094
4,0.6,25,0.29413,77.606
8,0.1,5,0.10501,87.715
8,0.1,10,0.18341,84.595
8,0.1,15,0.23954,86.633
8,0.1,20,0.43082,79.883
8,0.1,25,0.42264,83.089
8,0.2,5,0.095374,91.268
8,0.2,10,0.15024,80.372
8,0.2,15,0.30631,79.909
8,0.2,20,0.41309,77.319
8,0.2,25,0.37608,81.903
8,0.4,5,0.12158,85.898
8,0.4,10,0.21616,81.602
8,0.4,15,0.38913,78.165
8,0.4,20,0.39889,75.557
8,0.4,25,0.48458,80.107
8,0.6,5,0.14502,82.507
8,0.6,10,0.25758,81.776
8,0.6,15,0.38182,78.074
8,0.6,20,0.45098,75.483
8,0.6,25,0.56572,75.026
16,0.1,5,0.20474,80.252
16,0.1,10,0.32371,83.053
16,0.1,15,0.4412,77.901
16,0.1,20,0.61236,74.693
16,0.1,25,0.87749,79.976
16,0.2,5,0.23811,80.933
16,0.2,10,0.44874,83.523
16,0.2,15,0.70641,77.853
16,0.2,20,0.82603,79.316
16,0.2,25,1.0694,77.502
16,0.4,5,0.25187,80.721
16,0.4,10,0.4462,76.476
16,0.4,15,0.62383,74.427
16,0.4,20,0.7782,77.082
16,0.4,25,1.0903,76.501
16,0.6,5,0.33328,74.528
16,0.6,10,0.40356,76.587
16,0.6,15,0.65794,75.062
16,0.6,20,0.78083,75.566
16,0.6,25,1.1986,71.379
32,0.1,5,0.46106,78.463
32,0.1,10,0.84656,79.014
32,0.1,15,1.0151,80.742
32,0.1,20,1.5446,75.606
32,0.1,25,1.7059,76.497
32,0.2,5,0.68659,77.559
32,0.2,10,0.84762,74.63
32,0.2,15,1.2064,74.92
32,0.2,20,1.527,75.804
32,0.2,25,1.9014,73.238
32,0.4,5,0.51732,77.325
32,0.4,10,0.76723,72.22
32,0.4,15,1.2413,72.38
32,0.4,20,1.2567,74.886
32,0.4,25,1.8553,73.947
32,0.6,5,0.52077,74.802
32,0.6,10,0.99521,70.123
32,0.6,15,1.2817,70.785
32,0.6,20,1.9196,70.651
32,0.6,25,1.905,71.007
48,0.1,5,0.63756,79.973
48,0.1,10,1.4833,75.9
48,0.1,15,1.8336,71.596
48,0.1,20,2.6107,74.386
48,0.1,25,2.6191,73.353
48,0.2,5,0.7067,78.93
48,0.2,10,1.3248,76.984
48,0.2,15,2.2734,76.141
48,0.2,20,2.3291,73.996
48,0.2,25,3.1921,71.805
48,0.4,5,0.78658,76.059
48,0.4,10,1.3775,70.094
48,0.4,15,1.8582,71.085
48,0.4,20,2.8538,73.678
48,0.4,25,2.8897,71.026
48,0.6,5,0.78692,72.905
48,0.6,10,1.6276,71.687
48,0.6,15,2.1035,69.564
48,0.6,20,2.4154,71.476
48,0.6,25,2.9737,72.353
