16,0.1,25,0.80608,77.245,0.77725,76.64
16,0.1,30,0.88937,75.377,0.98946,81.7
16,0.2,5,0.25702,83.762,0.21683,84.456
16,0.2,10,0.40488,80.693,0.39209,74.127
16,0.2,15,0.55724,77.637,0.59286,77.551
16,0.2,20,0.82715,78.153,0.86603,80.713
16,0.2,25,1.0042,77.476,0.88269,79.955
16,0.2,30,1.1663,74.413,1.2983,76.362
16,0.4,5,0.28117,78.756,0.26446,81.389
16,0.4,10,0.4642,80.208,0.41268,77.487
16,0.4,15,0.68634,76.162,0.76538,75.995
16,0.4,20,0.90599,75.698,0.99579,73.423
16,0.4,25,0.97734,74.661,1.1488,73.499
16,0.4,30,1.2141,71.573,1.0491,73.446
16,0.6,5,0.31463,78.252,0.27801,81.118
16,0.6,10,0.36986,76.043,0.47487,74.83
16,0.6,15,0.65453,76.204,0.76827,74.833
16,0.6,20,0.78977,74.29,0.90542,75.57
16,0.6,25,0.88331,73.411,0.92085,71.884
16,0.6,30,1.0899,71.901,1.2427,73.053
32,0.1,5,0.43046,82.435,0.43535,79.702
32,0.1,10,0.79494,79.749,0.7924,79.306
32,0.1,15,1.4051,77.837,1.1378,78.611
32,0.1,20,1.2912,76.109,1.2487,81.115
32,0.1,25,1.6055,75.583,2.2879,73.065
32,0.1,30,2.3795,76.12,2.2672,78.502
32,0.2,5,0.42865,77.796,0.45296,79.532
32,0.2,10,1.0286,78.156,0.98517,75.763
32,0.2,15,1.1526,78.672,1.2237,75.785
32,0.2,20,1.6334,72.022,1.5437,73.751
32,0.2,25,2.0151,72.983,2.5053,70.622
32,0.2,30,2.0295,76.327,2.03,72.14
32,0.4,5,0.51354,75.512,0.57597,76.436
32,0.4,10,0.71561,73,0.95028,77.19
32,0.4,15,1.2328,69.034,1.3317,73.564
32,0.4,20,1.6366,73.904,1.6235,70.701
32,0.4,25,1.9725,74.291,2.312,70.012
32,0.4,30,2.0781,74.07,2.3541,71.194
32,0.6,5,0.57035,77.074,0.5953,75.258
32,0.6,10,1.1029,71.31,0.92668,72.492
32,0.6,15,1.3254,70.722,1.3104,72.386
32,0.6,20,2.1196,70.535,1.5133,72.282
32,0.6,25,1.7256,71.229,1.8371,71.22
32,0.6,30,2.2428,70.6,2.3728,70.753
48,0.1,5,0.63162,76.276,0.69389,77.389
48,0.1,10,1.0418,77.941,1.0681,77.501
48,0.1,15,1.476,76.894,1.6606,71.518
48,0.1,20,2.1913,74.47,2.5654,73.958
48,0.1,25,2.8275,74.573,3.0373,73.843
48,0.1,30,3.8782,74.345,2.8584,73.964
48,0.2,5,0.67755,75.859,0.67347,79.791
48,0.2,10,1.0348,75.058,1.1247,76.187
48,0.2,15,2.0643,74.292,1.4743,73.169
48,0.2,20,2.2211,75.041,2.4837,72.525
48,0.2,25,3.0397,70.983,2.5819,72.912
48,0.2,30,2.7658,71.47,3.212,70.724
48,0.4,5,0.70968,76.716,0.73201,74.397
48,0.4,10,1.3419,72.583,1.2996,72.465
48,0.4,15,1.7077,70.718,2.0712,71.123
48,0.4,20,2.1871,72.57,2.6106,69.484
48,0.4,25,2.829,70.497,2.4643,71.096
48,0.4,30,3.3045,71.02,3.4129,70.19
48,0.6,5,0.93615,71.194,0.9862,74.589
48,0.6,10,1.616,71.443,1.2421,71.267
48,0.6,15,2.0049,70.57,1.9464,72.36
48,0.6,20,2.3356,71.178,2.6244,70.395
48,0.6,25,3.1704,69.014,3.0769,69.5
48,0.6,30,3.0154,71.377,3.0873,69.538
64,0.1,5,1.0078,74.73,0.7962,79.921
64,0.1,10,1.7167,73.233,1.6272,74.664
64,0.1,15,2.0031,72.353,2.1145,71.349
64,0.1,20,3.0379,72.613,3.0279,74.126
64,0.1,25,3.4504,72.238,3.36,72.142
64,0.1,30,4.5703,71.02,4.2481,69.768
64,0.2,5,0.83526,74.443,0.97955,75.615
64,0.2,10,1.5088,71.538,2.0415,72.371
64,0.2,15,2.695,75.091,2.2868,72.944
64,0.2,20,3.43,72.299,2.9893,73.404
64,0.2,25,3.1875,72.724,4.0636,71.13
64,0.2,30,4.6659,71.725,3.8338,71.347
64,0.4,5,0.98306,70.966,0.97709,71.191
64,0.4,10,1.845,72.699,1.6002,73.379
64,0.4,15,2.1341,71.086,2.4479,70.23
64,0.4,20,3.3338,70.065,3.0478,70.782
64,0.4,25,3.6635,69.635,4.2699,69.776
64,0.4,30,4.5903,69.276,4.4645,69.633
64,0.6,5,1.0634,71.142,1.147,71.231
64,0.6,10,1.7626,71.678,1.9182,70.023
64,0.6,15,2.4596,70.686,2.8115,68.443
64,0.6,20,3.2395,68.422,3.0295,70.312
64,0.6,25,3.8485,69.998,4.1734,68.545
64,0.6,30,5.006,68.088,4.2449,69.157
