4,0.1,5,0.076664,95.759,0.042779,94.875
4,0.1,10,0.088354,85.519,0.1071,88.766
4,0.1,15,0.1411,81.094,0.16588,81.162
4,0.1,20,0.18465,86.541,0.19215,82.737
4,0.1,25,0.24532,90.025,0.19622,80.247
4,0.1,30,0.27,87.392,0.2815,81.952
4,0.2,5,0.059832,89.826,0.066974,90.925
4,0.2,10,0.11009,90.308,0.10873,84.042
4,0.2,15,0.16941,89.188,0.1587,86.275
4,0.2,20,0.20746,88.18,0.17513,84.906
4,0.2,25,0.27703,79.172,0.23057,79.712
4,0.2,30,0.24249,82.81,0.27128,80.601
4,0.4,5,0.05562,89.754,0.060498,86.801
4,0.4,10,0.082412,92.701,0.10564,84.564
4,0.4,15,0.13691,82.43,0.14472,89.272
4,0.4,20,0.16419,86.62,0.21284,80.803
4,0.4,25,0.18659,83.618,0.20965,79.751
4,0.4,30,0.26383,84.839,0.25414,83.18
4,0.6,5,0.088686,83.501,0.076873,82.04
4,0.6,10,0.1189,87.971,0.14151,82.527
4,0.6,15,0.1956,78.571,0.17234,80.946
4,0.6,20,0.2105,80.02,0.24038,79.169
4,0.6,25,0.33916,79.917,0.33424,79.26
4,0.6,30,0.36537,74.906,0.37137,75.824
8,0.1,5,0.096808,89.667,0.09409,91.977
8,0.1,10,0.14464,91.339,0.15343,88.502
8,0.1,15,0.22933,85.319,0.22834,83.021
8,0.1,20,0.3578,82.467,0.40017,83.354
8,0.1,25,0.33436,83.158,0.45048,82.635
8,0.1,30,0.49879,78.6,0.52558,78.437
8,0.2,5,0.10298,85.013,0.11131,84.8
8,0.2,10,0.20377,87.819,0.24856,81.208
8,0.2,15,0.27326,83.215,0.33735,80.159
8,0.2,20,0.35735,81.667,0.31409,82.403
8,0.2,25,0.34456,81.481,0.43652,76.02
8,0.2,30,0.53555,80.234,0.55638,82.985
8,0.4,5,0.14197,82.058,0.1311,86.456
8,0.4,10,0.24113,87.497,0.26358,84.316
8,0.4,15,0.36721,76.134,0.37065,80.004
8,0.4,20,0.35417,81.288,0.42655,78.684
8,0.4,25,0.46908,77.07,0.5259,80.758
8,0.4,30,0.75528,73.933,0.65833,76.453
8,0.6,5,0.18257,79.212,0.1519,82.35
8,0.6,10,0.27022,78.39,0.26634,79.76
8,0.6,15,0.34679,78.323,0.35203,74.312
8,0.6,20,0.47318,74.919,0.52293,75.545
8,0.6,25,0.53759,76.528,0.53805,75.46
8,0.6,30,0.87732,71.984,0.85037,72.834
16,0.1,5,0.18556,83.079,0.18681,86.859
16,0.1,10,0.36625,78.786,0.28979,82.37
16,0.1,15,0.47483,78.493,0.48048,80.506
16,0.1,20,0.49602,81.577,0.53548,82.262
