96,0.6,20,17.022,74.258,0,3.5714
96,0.6,20,16.287,75.558,0,3.0952
96,0.6,20,16.701,84.268,0,4.1905
96,0.6,20,45.272,74.294,3,12.694
96,0.6,20,15.337,75.146,0,2.5714
96,0.6,20,16.58,80.629,0,3.7143
96,0.6,20,19.862,80.949,1,4.8929
96,0.6,20,17.845,80.009,0,5.2381
96,0.6,20,17.875,84.059,0,4.7619
96,0.6,20,16.95,79.306,0,3.9048
96,0.6,20,16.1,75.882,0,3.5238
96,0.6,20,19.526,76.859,0,6.2857
96,0.6,20,17.458,79.51,1,3.25
96,0.6,20,43.874,73.811,3,9.8246
96,0.6,20,16.223,78.342,0,3.2857
96,0.6,20,21.279,85.695,1,4.5806
96,0.6,20,32.726,76.546,2,10
96,0.6,20,17.557,82.677,0,4.2857
96,0.6,20,65.864,64.844,6,14.662
96,0.6,20,17.205,83.262,0,4.2381
96,0.6,20,68.58,75.882,3,16.145
96,0.6,20,23.97,76.046,3,5.3889
96,0.6,20,16.542,75.649,0,3.7143
96,0.6,20,51.961,73.811,3,14.84
96,0.6,20,18.046,85.182,0,4.8571
96,0.6,20,16.382,79.189,0,3.4762
96,0.6,20,36.954,69.583,3,12.892
96,0.6,20,58.187,75.657,3,14.61
96,0.6,20,16.494,74.648,0,3.4286
96,0.6,20,16.332,83.129,0,3.8095
96,0.6,20,16.891,85.88,0,3.9048
96,0.6,20,16.366,75.657,0,3.7143
96,0.6,20,33.031,75.563,2,8.8049
96,0.6,20,17.328,77.278,0,4.3333
96,0.6,20,16.723,79.705,0,4.2857
96,0.6,20,16.177,92.148,0,3.0476
96,0.6,20,39.514,73.057,3,11.75
96,0.6,20,35.477,69.583,2,13.441
96,0.6,20,27.518,75.563,1,8.0857
96,0.6,20,16.355,85.162,0,3.5714
96,0.6,20,19.34,86.467,1,4.5
96,0.6,20,16.61,73.979,0,3.2381
96,0.6,20,21.518,82.094,1,3.9444
96,0.6,20,19.83,76.97,1,3.8387
96,0.6,20,16.639,86.489,0,3.4286
96,0.6,20,47.726,75.563,2,12.962
96,0.6,20,25.518,79.174,1,5.6585
96,0.6,20,16.801,83.159,0,3.9524
96,0.6,20,16.336,80.394,0,3.381
96,0.6,20,16.825,77.59,0,3.7619
96,0.6,20,16.579,70.203,0,3.5238
96,0.6,20,81.469,72.319,5,16.277
96,0.6,20,17.467,89.321,0,3.8095
96,0.6,20,19.812,73.811,0,7.3333
96,0.6,20,59.086,73.811,4,12.956
96,0.6,20,72.559,64.844,5,16.696
96,0.6,20,17.1,75.882,0,4.381
96,0.6,20,16.101,70.08,0,3.1429
96,0.6,20,15.531,80.439,0,3.2381
96,0.6,20,16.51,76.905,0,3.6667
96,0.6,20,36.799,75.882,2,10.929
96,0.6,20,17.283,74.6,0,4.0952
96,0.6,20,51.212,64.844,3,14.269
96,0.6,20,49.68,73.811,3,12.268
96,0.6,20,15.354,80.001,0,2.619
96,0.6,20,15.745,76.807,0,2.4762
96,0.6,20,16.679,84.059,0,3.7619
96,0.6,20,17.045,70.621,0,4.0952
96,0.6,20,36.591,65.08,3,10.619
96,0.6,20,17.268,75.563,0,4.381
96,0.6,20,16.428,89.079,0,3.2381
96,0.6,20,17.086,75.877,0,3.4762
96,0.6,20,17.604,78.342,0,4.1429
96,0.6,20,17.625,80.601,0,4.3333
96,0.6,20,47.274,71.141,7,8.9516
96,0.6,20,82.204,64.844,9,15.036
96,0.6,20,17.227,87.867,0,4.0476
96,0.6,20,17.728,76.546,0,4.7143
96,0.6,20,46.499,74.294,3,12.76
96,0.6,20,29.324,76.115,3,6.4762
96,0.6,20,33.7,64.844,2,9.0233
96,0.6,20,17.087,85.307,0,4.2381
96,0.6,20,16.21,81.077,0,3.0952
96,0.6,20,16.877,79.705,0,4.0476
96,0.6,20,58.854,74.6,3,12.143
96,0.6,20,19.76,77.59,1,5.4583
96,0.6,20,16.816,76.905,0,3.9048
96,0.6,20,16.622,89.145,0,3.4762
96,0.6,20,17.544,75.657,0,4.5238
96,0.6,20,16.375,78.828,0,3.4762
96,0.6,20,15.329,77.328,0,2.9048
96,0.6,20,29.482,76.807,1,7.641
96,0.6,20,17.162,85.645,0,4.619
96,0.6,20,17.949,82.205,0,4.8095
96,0.6,20,17.436,73.811,0,4.8095
96,0.6,20,22.52,75.657,1,5.0882
96,0.6,20,27.893,79.343,1,7.1538
96,0.6,20,22.944,82.476,1,5.5625
96,0.6,20,20.28,75.58,1,4.25
96,0.6,20,19.724,75.563,2,4.2963
