8,0.2,30,0.96259,0.84082,0.31694,0.42889,0.50151,0.77611,0.38767,0.54388,0.58161,0.4413
8,0.4,5,0.20633,0.1828,0.085442,0.098535,0.088276,0.095541,0.13451,0.10024,0.10954,0.15557
8,0.4,10,0.21762,0.15691,0.15031,0.15849,0.29239,0.16062,0.16709,0.15353,0.34978,0.17555
8,0.4,15,0.21613,0.49062,0.43306,0.47283,0.37966,0.29958,0.45038,0.24164,0.20234,0.33542
8,0.4,20,0.52348,0.3027,0.50281,0.33027,0.33825,0.33812,0.34837,0.31036,0.63016,0.49906
8,0.4,25,0.43634,0.4874,0.7648,0.54521,0.35115,0.36432,0.33644,0.48359,0.8424,0.48432
8,0.4,30,0.42966,0.62502,0.7968,0.96393,0.40003,1.1011,0.42202,0.56329,0.95181,1.0059
8,0.6,5,0.2194,0.15849,0.21678,0.086763,0.1923,0.15439,0.16781,0.16262,0.098846,0.16468
8,0.6,10,0.14869,0.6115,0.35294,0.16181,0.38284,0.32038,0.15886,0.20909,0.29301,0.3216
8,0.6,15,0.21586,0.438,0.34146,0.2602,0.3672,0.62576,0.42797,0.57638,0.33828,0.36211
8,0.6,20,0.26868,0.30859,0.336,0.27882,0.51038,0.26976,0.27263,0.42084,0.51103,0.3901
8,0.6,25,0.83619,0.58867,0.70254,0.73011,0.48926,0.69474,0.61317,0.44868,0.70013,0.59046
8,0.6,30,0.50221,0.53241,0.39931,0.91319,0.41823,0.53209,0.53029,0.43004,0.76245,0.51008
16,0.1,5,0.16007,0.20401,0.26149,0.1477,0.16985,0.15587,0.15006,0.15007,0.15275,0.15541
16,0.1,10,0.25043,0.24713,0.25502,0.26934,0.37856,0.24992,0.40144,0.29999,0.24652,0.25304
16,0.1,15,0.52569,0.35638,0.33784,0.45827,0.39476,0.63714,0.36405,0.34606,0.33452,0.35062
16,0.1,20,0.45426,0.45086,0.43531,0.56399,0.67591,0.74279,0.43725,0.55913,0.75232,0.54309
16,0.1,25,0.70632,0.53941,0.79515,0.6616,1.1296,0.54457,0.50685,0.54349,0.50711,0.53729
16,0.1,30,1.3232,1.912,1.0832,1.495,0.97896,0.61571,0.89187,1.2361,0.64192,0.62823
16,0.2,5,0.20879,0.26388,0.19572,0.42025,0.32303,0.4173,0.18745,0.29492,0.23531,0.20953
16,0.2,10,0.81587,1.2591,0.41942,0.30667,0.29366,0.28957,0.30824,0.29394,0.84654,0.30657
16,0.2,15,0.57169,0.47435,0.68411,0.41367,0.41812,0.70099,0.78928,0.71486,0.99791,0.55805
16,0.2,20,0.61218,0.68384,0.82957,0.98961,0.53751,1.1243,0.53967,0.67111,0.7102,1.0566
16,0.2,25,1.1155,0.86148,1.2425,0.71233,1.0622,1.3992,0.77294,1.5578,1.0458,1.4629
16,0.2,30,0.93649,1.1406,1.2203,1.3088,1.0425,0.93098,1.339,1.0977,0.73607,1.512
16,0.4,5,0.19143,0.20222,0.28154,0.17653,0.18249,0.30028,0.18532,0.40497,0.20945,0.47403
16,0.4,10,0.51215,0.7816,0.40736,0.60751,0.29916,0.36296,0.30967,0.62199,0.40899,0.29491
16,0.4,15,0.65865,0.61795,0.40096,0.83064,0.60512,0.83239,0.54583,0.42081,0.88411,1.11
16,0.4,20,0.59197,0.73342,0.59361,0.79821,0.84778,0.7461,0.54335,1.036,0.73946,0.54313
16,0.4,25,0.78532,0.81385,1.3557,0.73854,1.6301,0.65659,1.1437,1.3215,0.71056,1.2966
16,0.4,30,1.2617,0.84789,0.8141,1.6262,0.79368,0.79748,0.90529,0.82496,1.5726,1.0096
16,0.6,5,0.18796,0.27488,0.20946,0.20242,0.42765,0.18697,0.21269,0.18056,0.3171,0.18573
16,0.6,10,0.6684,0.3015,0.44742,0.37132,0.49454,0.43187,0.47307,0.61642,0.73519,0.38099
16,0.6,15,0.52444,0.97946,0.64877,0.43677,0.46792,1.0412,0.72429,0.44079,0.85297,0.43551
16,0.6,20,1.5832,0.82169,0.73939,0.81775,1.4392,0.54844,0.5432,1.3126,0.90156,0.84467
16,0.6,25,1.4766,0.73106,1.1064,1.237,0.94453,1.5448,1.0082,0.96027,0.84845,0.92479
16,0.6,30,1.6357,0.86324,1.7725,1.0257,1.1137,0.98679,0.89551,0.94808,1.9175,2.0195
32,0.1,5,0.35063,0.58981,0.35617,0.52877,0.36152,0.40349,0.35731,0.36051,0.35762,0.36786
32,0.1,10,0.5831,0.58314,0.59324,0.81931,0.96521,0.73064,0.6066,0.58498,1.037,0.58417
32,0.1,15,1.2587,1.3275,0.86143,1.4755,1.2333,0.81333,1.1982,2.1181,1.8251,1.5306
32,0.1,20,1.3469,1.5092,1.3793,2.002,1.6551,1.5843,1.2076,1.0486,1.0406,1.4926
32,0.1,25,2.3251,1.259,1.7522,1.2741,1.3854,1.555,1.2831,1.2998,1.3824,1.5654
32,0.1,30,1.5122,2.1756,1.4746,1.5541,1.527,1.8835,1.5676,1.5044,2.1777,1.6849
32,0.2,5,0.36166,0.53339,0.37154,0.36634,0.61072,0.58365,0.49918,0.3723,0.3565,0.364
32,0.2,10,0.59344,0.59169,0.59286,0.58582,1.1017,0.63552,0.57971,0.59525,1.5345,0.73167
32,0.2,15,1.1421,1.0095,0.83289,1.047,0.83955,0.8267,1.4512,1.5749,0.82264,1.6083
32,0.2,20,1.0453,2.1035,1.0301,2.2458,1.7818,1.2781,1.0532,1.4231,1.2926,1.4454
32,0.2,25,1.5972,1.8868,2.7472,1.4319,1.6187,2.03,2.0201,1.5474,1.9822,2.721
32,0.2,30,1.6299,2.422,1.7645,1.5207,4.0585,2.2412,1.7461,2.263,1.6007,1.7122
32,0.4,5,0.35245,0.37624,0.37027,0.50166,0.67007,0.51762,0.80081,0.63902,0.36339,0.36122
32,0.4,10,1.4467,0.5996,0.93462,0.59055,0.97646,1.25,1.4988,0.93427,0.84219,0.60821
32,0.4,15,0.81457,1.1643,0.80895,1.225,1.1261,1.198,1.0063,0.8069,0.83322,1.8711
32,0.4,20,2.0769,1.4896,1.5289,1.3499,2.9165,1.0484,1.2185,1.9486,1.2198,1.244
32,0.4,25,2.6252,1.2498,2.0975,1.8553,1.2827,1.8543,1.9898,1.3933,3.489,1.4369
32,0.4,30,1.5559,4.2101,1.4987,1.8774,1.9564,3.0951,3.4071,3.7431,1.5878,2.267
32,0.6,5,0.37123,0.69684,0.57967,0.41418,0.36998,0.50084,0.35845,0.61387,0.37257,0.3637
32,0.6,10,0.59046,0.60977,0.61349,0.6744,0.6349,0.65432,0.78961,0.64021,0.72706,0.59644
32,0.6,15,0.82669,1.3957,1.5206,1.9119,1.4181,1.7085,0.8888,0.88148,2.6531,1.2755
32,0.6,20,1.3166,1.3224,1.8787,1.3231,1.3649,1.3577,1.1763,1.5844,2.1096,1.4935
32,0.6,25,1.5508,2.2079,2.3684,1.4267,1.2903,1.7546,1.5943,1.5066,1.5628,1.5126
32,0.6,30,1.649,1.7191,1.9668,2.3331,2.1263,2.2709,2.6007,2.095,1.8911,2.4157
48,0.1,5,0.52945,0.54607,1.1437,0.93512,0.53632,0.53421,0.52781,1.1216,0.60466,0.52486
48,0.1,10,1.4003,0.86285,0.85342,1.8242,0.88033,0.8676,0.85652,0.85402,0.85492,1.5699
48,0.1,15,3.1275,1.3438,1.8134,1.7965,1.2045,2.2383,1.1842,1.6222,3.4921,2.445
48,0.1,20,1.6026,1.6468,2.6909,1.7483,1.5618,2.6915,2.7456,1.6175,1.5328,2.0363
48,0.1,25,1.8049,1.8679,2.6358,1.8942,1.8928,4.2884,1.9147,5.3881,2.1051,2.0119
48,0.1,30,2.5673,3.1989,6.1648,2.3385,4.2648,4.0345,3.2414,3.1007,2.1779,4.5261
48,0.2,5,0.55535,0.52256,0.71704,0.65904,0.53224,0.73811,0.53733,0.6731,0.98616,0.52809
48,0.2,10,0.86925,0.89373,0.88474,1.2027,1.3336,0.88307,0.85853,1.9719,0.86667,0.85738
48,0.2,15,1.2066,1.461,1.2048,2.0005,1.2398,1.837,1.2131,1.8796,1.2074,1.193
48,0.2,20,1.5481,1.8566,2.3523,2.7655,1.5406,2.3518,1.73,1.5549,1.5521,1.6033
48,0.2,25,2.428,2.2738,3.2262,1.8132,2.0702,2.068,2.2857,2.0963,2.3424,2.1329
48,0.2,30,2.2311,2.3683,3.9343,3.101,2.4371,3.1929,3.7525,3.6288,3.4603,2.7729
48,0.4,5,0.53598,1.0255,0.53565,0.80625,0.81393,0.54058,0.52916,0.80405,0.73967,1.5547
48,0.4,10,0.88087,0.86254,0.87475,1.0194,3.4002,1.0763,2.1856,1.0104,1.354,1.4931
48,0.4,15,1.8476,2.2644,1.191,1.4758,1.481,1.9756,1.2301,1.2018,2.9223,1.2825
48,0.4,20,2.1606,1.7571,1.7707,5.5099,2.0632,3.2175,2.4828,2.0554,3.5007,2.1512
48,0.4,25,2.1958,3.9334,3.3666,3.059,3.2142,2.0326,3.467,2.9173,2.37,3.4462
48,0.4,30,4.1701,2.2143,3.9404,4.1656,3.4593,2.5144,2.6093,3.4354,2.6886,2.5994
48,0.6,5,0.5381,0.60371,0.95548,0.68263,0.95299,0.96152,0.53496,0.68324,0.96992,0.5324
48,0.6,10,0.90375,0.8773,0.88512,1.9057,1.1748,2.3643,1.2341,0.87757,1.7036,1.0249
48,0.6,15,1.2448,1.5593,1.3816,1.7002,1.2256,1.3728,2.7301,1.4297,1.2394,2.6905
48,0.6,20,2.0983,1.8296,2.1186,1.609,1.7865,1.9588,1.5703,2.6847,1.6106,2.1252
48,0.6,25,4.4664,2.7496,1.8982,2.6119,2.548,4.8539,1.8896,3.0158,5.2404,2.2105
48,0.6,30,5.8306,2.2756,3.0479,3.1196,2.6363,4.6556,3.1246,2.2938,2.2303,3.1484
64,0.1,5,0.70059,0.88363,1.1325,0.703,0.70012,0.70641,1.2282,1.5141,0.70363,0.71968
64,0.1,10,2.0635,3.2597,2.2055,3.6451,1.6315,1.1653,1.1205,1.1532,1.8618,1.1612
64,0.1,15,2.1467,1.5918,2.2538,1.5789,2.0591,2.2765,2.2889,1.6021,2.6797,3.2871
64,0.1,20,2.6472,2.022,2.4979,2.0592,2.8765,1.9908,2.0386,3.0302,2.4973,5.0877
64,0.1,25,4.5587,2.9327,5.235,3.0435,3.7037,2.4669,2.6824,2.4871,2.4816,2.6199
64,0.1,30,6.5369,2.9506,2.884,2.9741,2.9066,6.6902,2.9317,3.8046,3.8702,3.4475
64,0.2,5,0.70396,0.71193,0.7039,0.71404,0.69712,0.69889,0.9773,0.71249,0.70838,0.96893
64,0.2,10,2.1755,1.4406,1.1431,1.5224,2.8473,1.1377,1.1496,1.7234,1.3449,1.4912
64,0.2,15,3.7583,1.607,2.0776,2.082,3.0056,1.9314,2.0348,1.6048,3.611,1.6344
64,0.2,20,2.6021,2.4984,2.5042,2.0091,2.0147,2.0239,2.0261,3.8352,2.0942,3.2926
64,0.2,25,2.5498,2.4813,4.8275,3.0809,2.8697,3.5039,2.4921,2.6519,3.1221,2.538
64,0.2,30,4.7622,7.0285,4.6095,2.9473,5.255,4.5165,4.1426,3.1417,3.1473,2.9743
64,0.4,5,0.71079,0.71077,0.71331,2.0902,1.0816,0.71718,1.2547,1.1806,1.3582,1.0763
64,0.4,10,1.759,1.153,1.6959,1.6965,1.4363,1.1452,1.9772,1.1818,1.3457,1.1586
64,0.4,15,2.0921,2.0588,2.4606,1.8143,1.7866,2.5239,1.9741,2.1892,2.3395,2.0978
64,0.4,20,3.8017,3.0812,2.7051,4.4732,3.644,2.3274,3.8764,4.5209,2.5316,2.8895
64,0.4,25,3.9618,6.3735,4.4489,4.9843,2.5889,4.4913,2.5217,2.5401,3.4631,2.9649
64,0.4,30,8.2617,3.0071,3.0713,4.4014,4.4854,3.001,4.3026,3.5038,2.9654,6.6238
64,0.6,5,0.9954,0.7076,1.0827,0.89462,0.73194,0.71379,0.90665,1.282,1.4527,0.71897
64,0.6,10,1.4476,1.9105,2.1946,2.5471,1.1737,1.3675,1.2732,1.4332,1.1655,1.1809
64,0.6,15,1.651,2.9971,1.7471,2.0012,2.7304,2.5387,1.654,1.8999,2.6638,1.9352
64,0.6,20,3.0817,3.1225,3.7896,2.4896,4.2954,2.4748,2.0956,4.1923,2.7716,2.3811
64,0.6,25,4.5788,2.6374,3.8626,2.5698,5.2527,3.9059,6.0477,2.5302,3.0534,3.4658
64,0.6,30,4.8823,3.789,4.2633,3.3052,6.2344,3.0498,4.8219,6.3589,4.059,6.2724
64,0.6,30,65.907,71.183,71.183,65.907,69.287,65.907,67.665,65.907,71.183,65.907
